job_item_name,job_item_comapny,job_item_area,job_item_experience,job_item_degree,job_item_salary,job_item_description
遊戲測試專員,彩得線上娛樂股份有限公司,台北市內湖區,1年以上,大學,時薪160~250元,我們以培養測試菁英為期許，只要您有心，這裡會栽培您成為遊戲測試菁英。 1.依企劃案撰寫測試計畫，做完整的專案測試。 2.依測試計畫進行遊戲規則、功能、流程、數值等正確性測試。 2.鑽研遊戲內容，尋找Bug、漏洞、錯誤、與確認問題重現流程。 3.對遊戲進行的流暢度、使用者體驗的順暢度，提出調整建議。 4.撰寫上述問題與操作步驟，進行修改溝通，並持續測試與驗證。 5.三個月培養成為維護測試負責人、專案測試負責人。
雲端工程師,拾雲科技有限公司,台北市大安區,1年以上,專科,時薪160~250元,"1. 負責雲端伺服器監控,資料備份,負責日誌分析,線上故障排除 2. 支撐平臺穩定運行 3. 負責雲端伺服器部署架構 4. 測試環境及正式環境部署(透過subversion，git) 5. 測試及正式環境更新維護 6. 處理客戶反饋問題 7. 系統環境優化"
資訊管理工程師,汎銓科技股份有限公司,新竹市,經歷不拘,大學,時薪160~250元,1.MIS系統管理日常維運及異常排除。 2.辦公室電腦及網路機房維護管理。 3.公司內部IT日常維運。 4.維護、更新、管理各類文件檔案和資料庫系統。
IT人員/電腦資訊人員 ,振昇漁業股份有限公司,高雄市前鎮區,1年以上,專科,時薪160~250元,1.郵件守門員系統設定/新增/修改及其他相關作業。 2.防火牆、及網路NAS設定、網路設備、規劃網路管理機制。 3.控管、備份網路伺服器內的檔案，並設定用戶端權限，以確保檔案安全。 4.監控系統運作，並建立危機處理的標準流程。 5.會使用MS Windows 7/8/10 、Linux、Window server並協助安裝Windows系統軟體。 6.公司個人電腦及大型列印機維護及故障排除。 7.協助船務相關工作
影像辨識工程師-學生實習 Machine Learning Engineer(intern)_Image Recognition,聚典資訊股份有限公司,台北市南港區,經歷不拘,高中,時薪160~250元,[工作內容] 1. 以人臉辨識為主題，開發AI前後端智慧互動系統 2. 依照需求建立影像辨識模組 3. 配合UI/UX與行銷廣告進行系統架設 4. 系統維護與版本優化 [薪資待遇] 時薪180元~200元 [實習時程]：以長期穩定實習為主，時程至少6個月，1週時數應多於12小時，確切時間面議。 [實習資格] ● 資訊工程科系尤佳，具備自主開發的能力 ● 熟悉影像辨識深度學習架構與前端技術 ● 具備前端與後端演算法開發經驗 ● 重視團隊合作與自律
專案助理,松凌科技股份有限公司,台北市中正區,經歷不拘,專科,時薪160~250元,1.工作內容: 協助專案或產品的進度追蹤與執行 協助專案PM相關事務 協助專案內部及外部的溝通 專案會議記錄製作 系統測試及使用手冊撰寫 所需技能: 1. 表達清楚、溝通能力佳
,,None,None,None,時薪160~250元,None
,,None,None,None,時薪160~250元,None
Computer Vision Algorithm Engineer | 電腦視覺演算法工程師,鴻華國際科技股份有限公司,台北市南港區,經歷不拘,專科,"月薪50,000~120,000元",[關於我們] iGuard 機器視覺檢測設備 (B2B) 與世界印刷設備龍頭 Heidelberg 海德堡印刷、電子材料業龍頭 Nan Ya Plastics 南亞塑膠、台光電子、生益電子等許多世界級的企業合作，提供自動光學檢測/機器視覺的服務，進行高端新產品開發及各檢測設備機型的銷售。行業跨足印刷檢測、電子業、紡織業、玻璃業，包含膠印機在線檢測、印刷光膜材料檢測、銅箔基板檢測、含浸檢測、電子布(玻纖布)、紡織布料檢測、汽車玻璃檢測等各製程檢測。iGuard 的檢測系統獲得經濟部工業局技術服務機構服務能量登錄證書，目前我們的檢測系統與設備已遍布全世界，包含德國、日本、美國、中國大陸等各地的製造業。 [關於團隊] 我們的開發團隊除了對程式充滿熱誠，也具備嚴謹的態度，我們會盡力使用合適的工具和開發方式處理當前的任務，並在完成任務和可維護性之間取得合理平衡。比起著重於特定領域的經驗，我們更看重解決問題以及學習能力。另外組織架構扁平，團隊成員們都可以對功能和方向發表意見。我們著重知識共享，會藉由相互檢查程式碼，來確保擴充性及維護性。我們擁有自主 (Take Ownership)、開放 (Be Open)、信任與尊重 (Trust and Respect) 的組織文化，彼此互相學習，氣氛融洽。 [關於職務] 這位電腦視覺演算法工程師主要會負責 iGuard 機器視覺檢測平臺的演算法開發，你會需要捲起袖子把手弄髒動手做。你會碰到演算法底層，並且將演算法實作出來，整合到 AOI 檢測軟體，用 CUDA 加速電腦視覺演算法，偵測影像的角落/邊緣/直線/對齊，以快速的反應能力和 FAE 同事協作客戶現場驗證。我們正在尋找技術與經驗兼備的人才，和我們一起重構過去經市場可行性驗證的產品，在加入演算法團隊所開發的新功能時，也能維護基礎架構彈性 (Scalability) 與穩定性 (Availability)，持續提升 iGuard 在全球市場上的競爭力。 [工作內容] 1. 開發及維護 iGuard 用於工業檢測產品中的相關演算法。 2. 以 C/C++ 實作開發影像處理程式，維護既有演算法（C/C++）。 3. 開發及優化辨識演算法，進行影像分析。 4. 影像處理之技術研究、開發、軟體設計、效能評估及優化。 [條件要求] 1. 具影像處理技能，了解演算法背後的數學細節，並且可從頭實作。 2. 熟悉電腦視覺函式庫（如 OpenCV、EmguCV、HikiVision 等）的功能細節，並且處理過原始資料raw data。 3. 用過 CUDA 實作影像相關演算法，熟悉加速、平行化、效能最佳化；對程式結構和效率優化相關的背景知識紥實。 4. 有影像處理基礎(影像處理演算法/電腦視覺演算法/一般演算法)，熟悉數值計算、DSP 訊號處理和資料結構。 5. 特質/能力：對技術有熱誠，不滿足於用現成函式庫兜成果，喜歡研究演算法底層細節，對於技術保有「打破沙鍋研究到底」的精神。 [加分條件] 1. 對即時影像處理或 CUDA 有經驗。 2. 具電腦視覺、智慧型影像分析等相關開發經驗。 3. 有 AOI 產業經驗或是影像處理經驗。 4. 有 OpenCV 使用經驗。 [相關連結] - 公司官網：機器視覺-工業檢測 iGuard http://iguard.vision/
資料科學家 Data Scientist 專職/長期實習,塞席爾商悠福科技股份有限公司,台北市中山區,經歷不拘,大學,"月薪50,000~120,000元",與團隊配合並了解公司需求以及提出解決方案 (hands-on programming) 演算法開發及優化 (Algorithm development and optimization) 進行資料統計分析 (Research and evaluate statistical model) 協助團隊建立及優化系統 (Cooperate with teams on Machine Learning system)
助理工程師,乒乓話網股份有限公司,台北市信義區,經歷不拘,大學,"月薪50,000~120,000元",1.可依興趣及專長訂題目、研發軟體新技術與新工具。 2.負責軟體之分析、設計以及程式撰寫。 3.進行軟體之測試與修改。 4.資工相關科系尤佳。
MIS資訊專員,開元食品工業股份有限公司,台北市內湖區,經歷不拘,專科,"月薪50,000~120,000元",1.資訊部門HelpDesk窗口，協助解決集團內各單位資訊作業相關問題。 2.日常資訊基礎環境維運工作，如:個人電腦、印表機、門禁系統及一般網路設備…等初階資訊硬體設備之建置維運。 3.依照能力發展，協助主管並逐步配合集團核心環境之維運工作；如:資訊機房、伺服器、防火牆、骨幹網路設備(Router、Switch)、跨點/跨國網路…等中大型設備與環境維運。 4.各式IT有關專案協辦或主辦事項。
WEB全端工程師,奕微科半導體科技股份有限公司,新竹市,經歷不拘,大學,"月薪50,000~120,000元",1. 網站前後端功能開發及維護 2. Web API / Service 開發 3. 資料庫架構設計與維護 4. 異質系統與服務整合 5. 企業管理系統開發 6. 日常維運及異常狀況排除 7. 配合活動專案客製與系統日常支援
MIS網路與伺服器管理工程師,微邦科技股份有限公司,桃園市八德區,5年以上,專科,"月薪50,000~120,000元",1. 具備一般電腦軟體故障排除能力。 2. 具有網路概念、架設、維運與網路資訊安全相關知識，能對一般區域網故障進行分析、判定與排除異常。 3. 相關Syslog監控軟體建置經驗。 4. 伺服器系統管理、備份與還原。 5. 伺服器維護及管理。 6. 防火牆維護、規則建立。 7. 具備弱點掃描修補能力。 8. 熟悉資訊安全解決能力。 9. 具CCNA證照或微軟MCSA執照尤佳。 10. 經過資訊安全管理訓練與曾經導過ISO27001尤佳。
Java初階工程師,越世實業股份有限公司,新北市三重區,經歷不拘,大學,"月薪50,000~120,000元","參與大型系統的程式開發,在資深的人員帶領下可學到J2EE相關技術與相關Framework(例如Struts/Spring/Hibernet/MyBatis...等),並學習軟體開發流程的運作,穩定成長成為一名優秀工程師 主要開發的系統為Java Web Based Application 接觸過Java程式開發者佳 無經驗可"
